Feature_A,Feature_B,Feature_C,Feature_D,Feature_E,Feature_F,Feature_G,Feature_H,Feature_I,Feature_J,Feature_K,Feature_L,Feature_M,Feature_N,Label
2.3,B_3,34294.6,D_3,0.7,F_1,G_8,H_4,I_1,J_2,0.0,0.0,3.8,N_1,Yes
2.2,B_3,34936.8,D_2,0.9,F_1,G_1,H_6,I_1,J_2,0.0,0.0,4.0,N_1,Yes
2.2,B_3,23961.2,D_2,0.9,F_1,G_1,H_4,I_1,J_1,0.0,0.0,2.0,N_1,Yes
3.6,B_2,34435.1,D_2,0.9,F_1,G_8,H_4,I_1,J_1,0.0,0.0,4.0,N_1,Yes
5.4,B_5,13767.8,D_6,1.0,F_3,G_1,H_5,I_1,J_2,0.0,0.0,4.0,N_1,Yes
2.0,B_3,22421.7,D_2,0.9,F_1,G_8,H_1,I_1,J_1,0.0,0.0,4.0,N_1,Yes
2.3,B_3,17048.2,D_6,1.0,F_1,G_6,H_4,I_1,J_1,0.0,0.0,4.5,N_1,Yes
4.6,B_3,17904.8,D_2,0.9,F_2,G_6,H_2,I_1,J_1,0.0,0.0,3.5,,Yes
2.4,B_3,26692.6,D_6,1.0,F_2,G_3,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
2.6,B_5,42509.2,D_4,1.4,F_1,G_4,H_1,I_1,J_2,217.4,0.0,4.0,N_1,Yes
2.4,B_3,38809.3,D_1,1.3,F_1,G_2,H_1,I_2,J_1,0.0,0.0,4.0,N_1,Yes
3.6,B_3,15483.5,D_2,0.9,F_5,G_1,H_4,I_3,J_2,0.0,0.0,4.0,N_13,Yes
3.8,B_3,13613.7,D_6,1.0,F_2,G_2,H_6,I_1,J_1,0.0,0.0,5.0,N_1,No
5.0,B_5,3000.8,D_1,1.3,F_2,G_4,H_2,I_1,J_1,0.0,0.0,4.5,N_1,No
4.3,B_3,18437.8,D_1,1.3,F_1,G_4,H_1,I_1,J_1,0.0,0.0,4.0,N_1,Yes
2.6,B_3,20510.9,D_4,1.4,F_1,G_4,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
3.7,B_5,9993.5,D_4,1.4,F_2,G_12,H_2,I_1,J_1,768.8,0.0,5.0,N_1,No
2.0,B_3,44455.4,D_13,0.6,F_1,G_3,H_4,I_1,J_1,0.0,0.0,4.0,N_1,Yes
4.4,B_5,10159.3,D_4,1.4,F_1,G_4,H_1,I_1,J_1,0.0,187.6,4.2,N_1,Yes
2.8,B_3,31417.7,D_13,0.6,F_1,G_3,H_6,I_2,J_1,0.0,0.0,4.0,N_1,Yes
3.9,B_5,22257.2,D_4,1.4,F_1,G_4,H_5,I_1,J_2,0.0,0.0,4.3,N_1,Yes
6.2,,14458.3,D_2,0.9,F_2,,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
3.6,B_3,6617.3,D_1,1.3,F_1,G_1,H_1,I_1,J_2,0.0,0.0,5.0,N_1,Yes
2.0,B_3,26601.5,D_6,1.0,F_1,G_6,H_4,I_2,J_1,0.0,0.0,4.4,N_1,Yes
4.7,B_5,17453.3,D_8,1.1,F_2,G_2,H_2,I_1,J_1,0.0,0.0,4.0,N_1,No
2.4,B_3,21612.9,D_1,1.3,F_1,G_6,H_1,I_1,J_1,0.0,0.0,5.0,N_1,Yes
1.9,B_3,7165.0,D_2,0.9,F_1,G_9,H_4,I_1,J_1,0.0,0.0,4.0,N_1,Yes
4.9,B_3,2833.4,D_6,1.0,F_2,G_2,H_2,I_1,J_1,0.0,0.0,4.5,N_1,No
9.0,B_3,14175.8,D_5,0.5,F_1,G_1,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
2.3,B_3,12860.4,D_2,0.9,F_1,G_6,H_4,I_3,J_1,0.0,0.0,4.8,N_6,Yes
3.8,B_3,17957.9,D_2,0.9,F_1,G_4,H_1,I_1,J_1,0.0,0.0,4.0,N_1,Yes
4.5,B_3,26452.6,D_7,1.2,F_3,G_10,H_4,I_1,J_1,0.0,0.0,4.0,N_1,Yes
3.1,B_3,11871.0,D_4,1.4,F_2,G_11,H_2,I_1,J_1,0.0,190.2,4.0,N_1,No
1.8,,3024.6,D_6,1.0,F_1,,H_4,I_1,J_2,0.0,0.0,2.0,N_1,Yes
4.6,B_4,16133.7,D_6,1.0,F_3,G_11,H_1,I_1,J_1,0.0,0.0,4.0,N_1,Yes
3.4,B_3,13672.1,D_2,0.9,F_3,G_2,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
6.5,,14904.9,D_2,0.9,F_2,,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
2.2,B_3,9184.2,D_6,1.0,F_1,G_6,H_1,I_1,J_2,0.0,0.0,4.2,N_1,Yes
2.2,B_4,21612.9,D_2,0.9,F_1,G_1,H_6,I_1,J_1,0.0,0.0,4.0,N_1,Yes
5.0,B_3,13946.4,D_1,1.3,F_3,G_4,H_5,I_1,J_2,0.0,0.0,3.6,N_39,Yes
4.3,B_2,6411.2,D_6,1.0,F_2,G_9,H_2,I_1,J_1,0.0,0.0,5.0,N_1,Yes
4.3,B_1,14481.1,D_11,1.5,F_3,G_4,H_1,I_1,J_1,0.0,0.0,5.0,N_1,Yes
3.8,B_5,7233.8,D_2,0.9,F_2,G_12,H_2,I_3,J_1,0.0,0.0,5.4,N_1,No
6.4,B_2,17042.1,D_6,1.0,F_7,G_7,H_1,I_1,J_2,0.0,0.0,0.8,N_1,Yes
3.1,B_3,7763.4,D_8,1.1,F_2,G_5,H_2,I_1,J_1,0.0,0.0,4.2,N_1,Yes
6.5,B_5,22102.6,D_2,0.9,F_2,G_8,H_2,I_1,J_1,0.0,0.0,2.0,N_1,Yes
4.7,B_3,18165.2,D_2,0.9,F_2,G_10,H_3,I_1,J_2,0.0,0.0,4.0,N_1,Yes
5.3,B_3,11749.6,D_5,0.5,F_3,G_5,H_1,I_1,J_2,0.0,0.0,3.6,N_10,Yes
4.1,B_3,17393.8,D_11,1.5,F_2,G_1,H_2,I_1,J_1,0.0,0.0,5.0,,No
3.7,B_3,29429.2,D_11,1.5,F_2,G_2,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
2.3,B_3,19990.8,D_3,0.7,F_2,G_8,H_2,I_1,J_1,0.0,0.0,5.0,N_1,Yes
3.6,B_3,10696.4,D_2,0.9,F_2,G_10,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
5.5,B_3,5295.3,D_2,0.9,F_3,G_5,H_5,I_1,J_2,0.0,0.0,4.0,N_1,Yes
2.4,B_3,11970.4,D_2,0.9,F_2,G_1,H_3,I_1,J_2,0.0,0.0,4.0,N_1,Yes
5.4,B_2,5889.8,D_6,1.0,F_2,G_7,H_2,I_1,J_1,0.0,157.9,4.8,N_1,Yes
2.6,B_3,15873.4,D_4,1.4,F_1,G_2,H_1,I_1,J_2,0.0,0.0,3.0,N_1,Yes
4.0,B_3,19198.2,D_8,1.1,F_3,G_4,H_5,I_1,J_2,0.0,0.0,4.0,N_1,No
4.3,B_6,13306.0,D_2,0.9,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
3.9,B_2,3184.8,D_6,1.0,F_2,G_9,H_2,I_1,J_1,282.9,0.0,9.0,N_1,Yes
2.7,B_3,13530.8,D_1,1.3,F_1,G_6,H_1,I_2,J_2,0.0,0.0,4.0,N_1,Yes
2.7,B_3,11653.1,D_1,1.3,F_1,G_2,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
3.9,B_3,20202.7,D_1,1.3,F_2,G_2,H_2,I_1,J_1,1502.4,0.0,4.5,N_1,No
7.6,B_6,12079.6,D_5,0.5,F_2,G_4,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
5.1,B_3,9546.9,D_2,0.9,F_2,G_4,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
3.2,B_3,12042.6,D_2,0.9,F_5,G_1,H_5,I_1,J_2,0.0,0.0,4.0,N_1,Yes
7.3,,9055.7,D_3,0.7,F_2,,H_2,I_1,J_1,0.0,0.0,0.8,N_1,Yes
3.4,B_3,12046.1,D_6,1.0,F_3,G_1,H_1,I_1,J_2,0.0,0.0,5.0,N_1,Yes
3.3,B_3,9899.5,D_13,0.6,F_3,G_3,H_1,I_1,J_2,0.0,0.0,3.6,N_1,Yes
5.1,B_3,19372.0,D_1,1.3,F_2,G_2,H_2,I_1,J_1,0.0,0.0,4.5,N_1,No
2.7,B_6,23372.4,D_2,0.9,F_5,G_1,H_1,I_1,J_1,0.0,0.0,3.8,N_1,Yes
2.6,B_3,39134.9,D_1,1.3,F_1,G_1,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
5.4,B_2,8255.1,D_8,1.1,F_2,G_11,H_6,I_1,J_2,0.0,0.0,1.0,N_1,Yes
1.9,B_3,4042.5,D_6,1.0,F_1,G_6,H_1,I_1,J_2,0.0,0.0,2.8,N_1,Yes
6.6,B_5,5482.6,D_8,1.1,F_7,G_4,H_1,I_1,J_2,0.0,0.0,2.0,N_1,Yes
3.3,B_3,19266.3,D_2,0.9,F_5,G_6,H_1,I_1,J_2,0.0,0.0,3.5,N_1,Yes
4.0,B_3,27224.0,D_2,0.9,F_3,G_10,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
2.3,B_3,8288.9,D_6,1.0,F_1,G_1,H_4,I_1,J_2,0.0,0.0,1.6,N_1,Yes
2.3,B_3,16039.8,D_6,1.0,F_4,G_3,H_5,I_1,J_1,0.0,0.0,4.0,N_1,Yes
3.0,B_3,16958.3,D_1,1.3,F_6,G_2,H_3,I_1,J_2,0.0,0.0,4.0,N_1,No
6.0,B_3,12836.7,D_6,1.0,F_3,G_4,H_5,I_1,J_1,332.5,0.0,4.2,N_1,Yes
3.0,B_3,34716.6,D_2,0.9,F_1,G_2,H_1,I_1,J_1,0.0,0.0,6.0,N_1,Yes
2.5,B_3,20997.0,D_1,1.3,F_1,G_4,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
4.5,B_3,18030.9,D_6,1.0,F_3,G_10,H_5,I_1,J_2,0.0,0.0,4.0,N_1,Yes
4.6,B_6,11070.2,D_6,1.0,F_3,G_2,H_5,I_1,J_2,203.6,0.0,6.0,N_1,Yes
3.5,,47657.3,D_2,0.9,F_1,,H_1,I_1,J_2,0.0,0.0,0.4,N_1,Yes
1.8,,25528.2,D_3,0.7,F_1,,H_4,I_2,J_1,0.0,160.2,4.8,N_1,Yes
7.1,B_6,13382.1,D_2,0.9,F_2,G_1,H_3,I_1,J_2,0.0,0.0,2.0,N_1,No
4.8,B_3,32977.8,D_2,0.9,F_7,G_5,H_5,I_1,J_2,0.0,0.0,4.0,N_1,Yes
2.0,B_3,10558.5,D_6,1.0,F_1,G_6,H_4,I_1,J_1,0.0,0.0,2.5,N_1,Yes
5.8,B_3,41741.9,D_9,0.4,F_3,G_10,H_4,I_1,J_1,0.0,0.0,4.0,N_1,Yes
1.9,B_3,8474.7,D_2,0.9,F_1,G_6,H_4,I_1,J_2,0.0,0.0,2.4,N_1,Yes
3.8,B_3,3388.7,D_2,0.9,F_1,G_10,H_6,I_1,J_1,0.0,0.0,4.0,N_1,Yes
5.3,B_3,12342.9,D_6,1.0,F_2,G_2,H_2,I_1,J_1,0.0,0.0,6.0,N_1,No
3.7,B_3,16339.2,D_2,0.9,F_1,G_8,H_6,I_3,J_1,0.0,0.0,4.0,,Yes
3.4,B_5,22629.6,D_1,1.3,F_2,G_12,H_2,I_1,J_1,0.0,0.0,4.0,N_1,No
2.5,B_3,48549.6,D_2,0.9,F_1,G_10,H_1,I_2,J_2,0.0,0.0,4.0,N_1,Yes
5.2,B_3,12774.9,D_2,0.9,F_2,G_8,H_2,I_1,J_1,0.0,0.0,5.0,N_1,Yes
3.8,B_2,10031.6,D_1,1.3,F_2,G_7,H_2,I_1,J_1,0.0,0.0,3.5,N_1,Yes
4.3,B_5,14382.8,D_4,1.4,F_3,G_4,H_5,I_2,J_2,956.2,0.0,4.0,N_1,No
2.4,B_3,40367.1,D_6,1.0,F_1,G_10,H_1,I_1,J_1,0.0,0.0,4.0,N_1,Yes
3.8,B_3,19707.7,D_2,0.9,F_2,G_5,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
3.9,B_3,35546.8,D_2,0.9,F_2,G_6,H_2,I_1,J_1,0.0,188.7,4.6,N_1,No
3.3,B_4,15954.8,D_7,1.2,F_1,G_1,H_5,I_2,J_2,0.0,0.0,4.0,N_1,Yes
1.9,,4771.3,D_6,1.0,F_1,,H_4,I_1,J_2,0.0,0.0,4.0,N_1,Yes
3.1,B_1,15176.3,D_4,1.4,F_1,G_1,H_1,I_1,J_1,0.0,0.0,2.5,N_1,Yes
4.8,B_3,30016.8,D_16,0.8,F_5,G_1,H_4,I_2,J_2,0.0,0.0,4.0,N_1,Yes
4.8,B_3,19976.3,D_2,0.9,F_2,G_4,H_3,I_1,J_2,0.0,0.0,0.8,N_1,Yes
2.7,B_3,16115.5,D_13,0.6,F_1,G_5,H_1,I_1,J_1,0.0,0.0,4.0,N_1,Yes
5.1,B_5,42091.7,D_1,1.3,F_2,G_4,H_2,I_1,J_1,0.0,0.0,4.5,N_1,Yes
2.1,B_3,68835.5,D_2,0.9,F_1,G_1,H_5,I_2,J_2,0.0,0.0,4.0,N_1,Yes
4.0,B_3,13057.1,D_2,0.9,F_1,G_5,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
5.8,B_6,18387.0,D_13,0.6,F_2,G_8,H_3,I_1,J_2,0.0,0.0,4.0,N_1,Yes
3.3,B_3,20651.2,D_6,1.0,F_3,G_4,H_1,I_1,J_1,0.0,0.0,4.0,N_1,Yes
2.9,B_2,3228.0,D_2,0.9,F_1,G_9,H_1,I_1,J_1,0.0,0.0,4.5,N_1,Yes
2.0,B_3,3623.5,D_7,1.2,F_1,G_1,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
2.7,B_2,13129.8,D_13,0.6,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.8,N_1,Yes
3.9,B_3,17597.2,D_6,1.0,F_2,G_5,H_3,I_1,J_2,0.0,0.0,1.5,N_1,Yes
4.7,B_5,13467.1,D_6,1.0,F_2,G_2,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
6.4,,20547.9,D_1,1.3,F_2,,H_2,I_1,J_1,0.0,0.0,5.0,N_1,No
4.3,B_5,10586.2,D_6,1.0,F_2,G_1,H_3,I_1,J_2,0.0,190.2,4.0,N_1,No
3.1,B_6,4149.3,D_1,1.3,F_1,G_9,H_1,I_1,J_2,0.0,0.0,4.5,N_1,Yes
2.0,B_3,29822.7,D_6,1.0,F_1,G_6,H_1,I_1,J_1,0.0,0.0,3.5,N_1,Yes
2.4,B_3,31137.6,D_1,1.3,F_1,G_4,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
5.7,B_3,8939.2,D_4,1.4,F_4,G_4,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
3.8,B_6,9914.6,D_1,1.3,F_2,G_2,H_2,I_1,J_1,1502.4,0.0,8.0,N_1,No
2.9,B_3,14086.3,D_6,1.0,F_2,G_11,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
2.3,B_3,17204.7,D_2,0.9,F_1,G_3,H_4,I_1,J_1,0.0,0.0,4.0,N_1,Yes
4.2,B_1,18468.2,D_7,1.2,F_3,G_5,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
2.5,B_3,13266.1,D_8,1.1,F_1,G_1,H_4,I_1,J_2,0.0,0.0,6.0,N_1,Yes
3.0,B_3,20804.3,D_1,1.3,F_2,G_6,H_2,I_1,J_1,0.0,0.0,5.5,N_1,No
3.4,B_2,7720.9,D_2,0.9,F_2,G_6,H_2,I_1,J_1,0.0,190.2,6.0,N_1,No
2.3,B_3,21878.2,D_13,0.6,F_1,G_3,H_6,I_5,J_1,0.0,0.0,4.0,N_1,Yes
3.8,B_5,12398.3,D_1,1.3,F_1,G_2,H_5,I_3,J_1,0.0,174.1,4.0,N_37,Yes
2.2,B_3,19969.8,D_6,1.0,F_1,G_6,H_4,I_1,J_1,0.0,0.0,1.5,N_1,Yes
3.9,B_3,25810.2,D_6,1.0,F_2,G_3,H_2,I_1,J_1,0.0,0.0,5.0,N_1,Yes
3.7,B_4,28965.3,D_6,1.0,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
1.8,B_2,21220.7,D_2,0.9,F_1,G_9,H_4,I_1,J_1,0.0,0.0,1.1,N_1,Yes
6.1,B_3,23056.8,D_1,1.3,F_3,G_1,H_1,I_1,J_1,0.0,0.0,4.0,N_1,No
4.4,B_3,5648.3,D_1,1.3,F_1,G_1,H_4,I_1,J_2,0.0,0.0,3.7,N_1,Yes
2.7,B_3,20478.8,D_2,0.9,F_1,G_1,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
2.4,B_3,21975.4,D_2,0.9,F_1,G_1,H_4,I_1,J_1,0.0,0.0,4.0,N_1,Yes
2.9,B_1,29328.7,D_6,1.0,F_1,G_5,H_5,I_1,J_2,0.0,0.0,4.0,N_1,Yes
1.9,B_3,10099.9,D_1,1.3,F_1,G_4,H_4,I_1,J_2,0.0,0.0,3.0,N_1,Yes
4.0,B_3,25930.7,D_4,1.4,F_2,G_2,H_2,I_1,J_1,0.0,0.0,5.0,N_1,No
4.7,B_3,34199.5,D_6,1.0,F_3,G_6,H_4,I_1,J_1,0.0,0.0,5.5,N_1,Yes
5.4,B_6,16645.9,D_11,1.5,F_2,G_4,H_2,I_1,J_1,9999.9,0.0,6.0,N_1,No
2.4,B_3,8508.8,D_2,0.9,F_1,G_6,H_4,I_1,J_2,0.0,176.2,3.2,N_1,Yes
4.1,B_4,56413.5,D_4,1.4,F_2,G_2,H_2,I_1,J_1,0.0,0.0,4.0,N_1,No
5.5,B_3,22715.8,D_1,1.3,F_7,G_1,H_5,I_1,J_2,0.0,0.0,4.0,N_1,Yes
2.5,B_3,28231.3,D_13,0.6,F_1,G_3,H_4,I_2,J_1,0.0,160.2,4.0,N_1,Yes
4.0,B_3,18691.6,D_1,1.3,F_2,G_4,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
4.4,B_3,17913.6,D_2,0.9,F_1,G_6,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
4.6,B_4,16218.7,D_1,1.3,F_2,G_4,H_2,I_1,J_1,0.0,0.0,4.0,N_1,No
2.5,B_3,14328.0,D_13,0.6,F_1,G_14,H_4,I_1,J_2,0.0,0.0,2.4,N_1,Yes
2.6,B_4,16910.1,D_6,1.0,F_1,G_11,H_4,I_1,J_2,0.0,0.0,4.0,N_1,Yes
3.9,B_3,21115.4,D_1,1.3,F_2,G_11,H_2,I_1,J_1,0.0,0.0,5.0,N_1,Yes
5.0,B_1,30739.2,D_4,1.4,F_3,G_4,H_5,I_1,J_2,0.0,0.0,4.0,N_1,Yes
2.9,B_3,39326.4,D_1,1.3,F_1,G_4,H_1,I_1,J_1,0.0,0.0,4.0,N_1,Yes
2.8,B_3,33737.8,D_2,0.9,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
4.7,B_3,19306.1,D_6,1.0,F_3,G_2,H_1,I_1,J_1,0.0,0.0,6.0,N_1,Yes
3.0,B_3,11023.9,D_13,0.6,F_2,G_8,H_2,I_1,J_1,0.0,0.0,5.5,N_1,Yes
2.3,B_3,20565.3,D_1,1.3,F_1,G_3,H_4,I_1,J_1,0.0,0.0,3.0,N_1,Yes
4.6,B_6,28300.4,D_8,1.1,F_3,G_2,H_5,I_3,J_2,0.0,0.0,6.3,N_18,Yes
3.3,B_3,26493.6,D_2,0.9,F_3,G_1,H_6,I_1,J_2,0.0,0.0,4.0,N_1,Yes
4.4,B_3,37607.2,D_2,0.9,F_2,G_11,H_2,I_1,J_1,0.0,0.0,4.5,N_1,No
1.9,B_3,46645.8,D_6,1.0,F_1,G_1,H_4,I_1,J_2,0.0,0.0,2.0,N_1,Yes
2.1,,47948.2,D_6,1.0,F_1,,H_4,I_1,J_2,0.0,0.0,4.0,N_1,Yes
5.7,B_1,29066.1,D_10,1.6,F_3,G_4,H_1,I_1,J_1,0.0,0.0,6.0,N_1,No
4.7,B_2,16223.6,D_1,1.3,F_1,G_7,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
6.1,B_3,19545.3,D_2,0.9,F_2,G_2,H_2,I_1,J_1,0.0,0.0,5.0,N_1,No
7.2,B_5,14451.5,D_10,1.6,F_2,G_2,H_2,I_1,J_1,0.0,125.8,4.0,N_1,Yes
2.8,B_3,6647.3,D_2,0.9,F_3,G_10,H_4,I_1,J_1,0.0,0.0,4.0,N_1,Yes
6.7,,19291.6,D_2,0.9,F_2,,H_2,I_1,J_1,381.8,0.0,1.1,N_1,Yes
5.7,B_4,27876.3,D_2,0.9,F_3,G_1,H_5,I_1,J_2,0.0,0.0,4.0,N_1,Yes
4.9,B_6,36279.5,D_4,1.4,F_3,G_4,H_5,I_1,J_1,9999.9,0.0,8.0,N_5,No
3.6,B_3,9565.4,D_1,1.3,F_2,G_4,H_3,I_1,J_2,0.0,0.0,5.0,N_12,No
3.5,B_2,37252.5,D_1,1.3,F_1,G_2,H_1,I_1,J_1,0.0,0.0,4.0,N_1,Yes
3.8,B_2,32214.3,D_1,1.3,F_2,G_5,H_2,I_1,J_1,0.0,0.0,1.0,N_1,Yes
2.4,B_3,50854.8,D_2,0.9,F_2,G_9,H_2,I_1,J_1,0.0,0.0,5.0,N_1,Yes
2.8,B_3,19220.0,D_1,1.3,F_2,G_4,H_2,I_1,J_1,0.0,0.0,4.0,,Yes
2.0,,24468.9,D_6,1.0,F_1,,H_1,I_1,J_2,0.0,0.0,2.5,N_1,Yes
3.3,B_3,8014.5,D_2,0.9,F_2,G_8,H_2,I_1,J_1,0.0,0.0,6.0,N_1,Yes
2.3,B_3,16769.2,D_6,1.0,F_1,G_1,H_4,I_1,J_2,0.0,0.0,2.0,N_1,Yes
3.1,B_3,20654.1,D_6,1.0,F_2,G_1,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
5.3,B_3,20902.2,D_3,0.7,F_3,G_5,H_1,I_1,J_2,0.0,0.0,3.7,N_1,Yes
5.0,B_1,22927.2,D_2,0.9,F_2,G_7,H_2,I_2,J_1,0.0,0.0,4.0,N_1,No
3.3,B_3,23182.6,D_9,0.4,F_2,G_10,H_2,I_1,J_1,0.0,0.0,4.0,N_5,Yes
4.2,B_6,14423.6,D_6,1.0,F_1,G_6,H_1,I_1,J_1,0.0,0.0,6.0,N_1,Yes
3.4,B_3,32565.8,D_2,0.9,F_2,G_8,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
2.5,B_5,22280.0,D_1,1.3,F_1,G_4,H_1,I_1,J_1,0.0,0.0,4.0,N_1,Yes
3.6,B_3,15466.9,D_1,1.3,F_1,G_2,H_4,I_1,J_1,0.0,0.0,5.5,N_1,Yes
2.8,B_3,6077.2,D_1,1.3,F_1,G_2,H_4,I_1,J_2,0.0,0.0,4.5,N_1,Yes
4.1,B_3,14304.6,D_4,1.4,F_1,G_1,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
4.6,B_3,2472.8,D_2,0.9,F_1,G_7,H_1,I_1,J_2,0.0,0.0,4.8,N_1,Yes
3.8,B_3,23496.2,D_2,0.9,F_2,G_3,H_2,I_1,J_1,282.9,0.0,3.0,N_5,Yes
1.8,B_3,33442.7,D_13,0.6,F_1,G_9,H_4,I_1,J_1,0.0,0.0,3.6,N_1,Yes
1.7,B_3,22038.4,D_3,0.7,F_1,G_1,H_4,I_1,J_1,0.0,0.0,1.5,N_1,Yes
4.0,B_1,18437.8,D_1,1.3,F_2,G_1,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
2.6,B_3,15203.5,D_2,0.9,F_1,G_1,H_4,I_1,J_2,0.0,0.0,4.0,N_1,Yes
2.5,B_3,6693.5,D_2,0.9,F_1,G_7,H_1,I_1,J_1,0.0,0.0,3.5,N_1,Yes
4.7,B_3,35784.8,D_2,0.9,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_1,No
6.2,B_3,13476.8,D_10,1.6,F_2,G_4,H_2,I_1,J_1,768.8,0.0,4.0,,No
3.2,B_3,25660.9,D_16,0.8,F_2,G_10,H_2,I_1,J_1,0.0,0.0,4.0,N_5,Yes
3.2,B_5,4932.5,D_9,0.4,F_2,G_5,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
2.4,B_2,26739.6,D_1,1.3,F_1,G_6,H_1,I_1,J_1,0.0,0.0,4.0,N_1,Yes
2.7,B_1,36591.6,D_7,1.2,F_1,G_2,H_1,I_1,J_2,0.0,0.0,5.8,N_1,Yes
2.3,B_5,28798.8,D_1,1.3,F_1,G_4,H_1,I_1,J_1,0.0,0.0,4.0,N_1,Yes
4.9,B_3,14348.2,D_2,0.9,F_3,G_5,H_5,I_1,J_2,0.0,0.0,4.0,N_1,Yes
2.2,B_3,12227.2,D_2,0.9,F_1,G_1,H_4,I_1,J_2,0.0,0.0,4.0,N_1,Yes
2.1,B_3,3542.4,D_6,1.0,F_1,G_6,H_4,I_1,J_2,0.0,0.0,2.5,N_1,Yes
3.5,B_3,17485.6,D_2,0.9,F_2,G_8,H_2,I_1,J_1,288.5,0.0,4.0,N_1,Yes
2.6,B_3,29196.8,D_2,0.9,F_2,G_8,H_2,I_1,J_1,0.0,0.0,4.4,N_1,Yes
2.6,B_3,17492.1,D_1,1.3,F_1,G_6,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
4.7,B_3,15955.0,D_2,0.9,F_3,G_1,H_1,I_2,J_2,0.0,0.0,4.0,N_1,Yes
2.5,B_3,33500.5,D_6,1.0,F_2,G_12,H_2,I_1,J_1,313.7,0.0,4.0,N_1,Yes
1.9,B_3,40607.8,D_6,1.0,F_1,G_1,H_4,I_1,J_2,0.0,0.0,2.5,N_1,Yes
5.9,,18807.0,D_4,1.4,F_2,,H_2,I_1,J_1,0.0,0.0,3.5,N_1,No
5.7,B_5,32330.9,D_9,0.4,F_3,G_5,H_1,I_1,J_1,0.0,0.0,4.0,N_1,Yes
3.9,B_3,8950.8,D_1,1.3,F_2,G_6,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
4.5,B_3,18758.1,D_6,1.0,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_1,No
3.5,B_1,17797.4,D_2,0.9,F_2,G_12,H_2,I_1,J_1,0.0,0.0,4.0,N_1,No
6.2,B_4,15916.5,D_2,0.9,F_7,G_2,H_1,I_1,J_2,0.0,0.0,3.6,N_1,Yes
4.1,B_2,14132.7,D_4,1.4,F_3,G_4,H_5,I_1,J_2,0.0,0.0,3.5,N_1,Yes
2.0,B_3,17003.8,D_2,0.9,F_1,G_6,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
5.6,B_3,5336.6,D_2,0.9,F_2,G_8,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
5.4,B_6,9805.1,D_6,1.0,F_2,G_6,H_2,I_1,J_1,0.0,0.0,5.4,N_1,No
3.6,B_4,6878.1,D_6,1.0,F_2,G_1,H_2,I_1,J_1,0.0,0.0,3.5,N_1,Yes
2.2,B_1,18656.9,D_1,1.3,F_1,G_4,H_4,I_1,J_2,0.0,0.0,1.2,N_1,Yes
3.5,B_3,29247.2,D_10,1.6,F_2,G_4,H_2,I_3,J_1,0.0,0.0,4.0,N_21,No
1.9,B_3,20639.9,D_2,0.9,F_1,G_10,H_4,I_2,J_2,0.0,0.0,4.0,N_1,Yes
